source_root_id,target_root_id,predicted_score,rank
720575940614186449,720575940633095137,1.0,1
720575940628977920,720575940627053861,1.0,1
720575940621018790,720575940627841045,1.0,1
720575940632475695,720575940622557168,1.0,1
720575940620573575,720575940639762291,1.0,1
720575940635283575,720575940621365236,1.0,1
720575940625049781,720575940628672273,1.0,3
720575940625049781,720575940644752494,1.0,2
720575940625049781,720575940619441112,1.0,1
720575940634947865,720575940646059908,1.0,1
720575940616127931,720575940626022074,1.0,3
720575940616127931,720575940628014352,1.0,2
720575940616127931,720575940638668659,1.0,1
720575940627348751,720575940631774226,1.0,1
720575940619182933,720575940623725204,1.0,1
720575940624017800,720575940628081751,1.0,1
720575940625037239,720575940612701354,1.0,1
720575940628139975,720575940613408552,1.0,1
720575940635883748,720575940614229159,1.0,1
720575940625883338,720575940618284190,1.0,1
720575940645020526,720575940639209956,1.0,1
720575940631905420,720575940620139678,1.0,1
720575940613696022,720575940611715813,1.0,1
720575940628975482,720575940631758393,1.0,1
720575940621413670,720575940625261834,1.0,1
720575940641780187,720575940623117448,1.0,1
720575940626452120,720575940626783065,1.0,1
720575940634823449,720575940625875504,1.0,2
720575940634823449,720575940620968021,1.0,1
720575940614298986,720575940635870831,1.0,1
720575940619207664,720575940630556026,1.0,1
720575940628574658,720575940626779748,1.0,1
720575940607689394,720575940618571200,1.0,3
720575940608605705,720575940608545219,1.0,1
720575940607689394,720575940621047943,1.0,2
720575940607689394,720575940616579867,1.0,1
720575940624280555,720575940622858973,1.0,1
720575940632891788,720575940629155227,1.0,1
720575940634839964,720575940617893771,1.0,1
720575940614198312,720575940613783277,1.0,1
720575940613030166,720575940624290952,1.0,1
720575940627826206,720575940628169219,1.0,1
720575940631531535,720575940628808708,1.0,1
720575940649368441,720575940612219746,1.0,1
720575940620054278,720575940623444044,1.0,1
720575940627383685,720575940623817223,1.0,1
720575940612057317,720575940624225741,1.0,1
720575940622408542,720575940631463030,1.0,1
720575940643941832,720575940638349621,1.0,2
720575940643941832,720575940629920056,1.0,1
720575940613110442,720575940630810306,1.0,1
720575940626861104,720575940624767463,1.0,1
720575940637353193,720575940634874266,1.0,1
720575940623554796,720575940646735156,1.0,1
720575940615455742,720575940613477023,1.0,1
720575940627992519,720575940639209956,1.0,1
720575940622702832,720575940626427792,1.0,1
720575940617166993,720575940615622050,1.0,1
720575940619337536,720575940614183218,1.0,1
720575940641263067,720575940628706325,1.0,1
720575940633887955,720575940640851363,1.0,1
720575940633614490,720575940614280460,1.0,1
720575940623499132,720575940620174708,1.0,1
720575940609258850,720575940609970090,1.0,5
720575940609258850,720575940635231607,1.0,4
720575940609258850,720575940612307921,1.0,3
720575940609258850,720575940618611280,1.0,2
720575940626861104,720575940605721801,1.0,3
720575940626861104,720575940619821392,1.0,2
720575940628358675,720575940616564534,1.0,1
720575940611720690,720575940626952537,1.0,1
720575940633321583,720575940604938156,1.0,1
720575940627585874,720575940629856515,1.0,1
720575940618046292,720575940613039587,1.0,1
720575940631416877,720575940661089921,1.0,1
720575940619219776,720575940637355839,1.0,1
720575940617012934,720575940641535117,1.0,1
720575940644361582,720575940640788725,1.0,2
720575940644361582,720575940640789619,1.0,1
720575940615999489,720575940635774071,1.0,2
720575940629495100,720575940620988276,1.0,2
720575940629495100,720575940627438076,1.0,1
720575940639638086,720575940622480398,1.0,1
720575940630290828,720575940623499132,1.0,1
720575940615999489,720575940623992317,1.0,1
720575940625733351,720575940640329424,1.0,1
720575940613709549,720575940612264817,1.0,1
720575940628983887,720575940616486230,1.0,1
720575940629730934,720575940626143806,1.0,1
720575940635601559,720575940629249783,1.0,1
720575940637282675,720575940627465478,1.0,1
720575940628663183,720575940613413874,1.0,1
720575940628610135,720575940620165541,1.0,1
720575940617561669,720575940618385620,1.0,1
720575940647539508,720575940614215395,1.0,1
720575940609258850,720575940620060838,1.0,1
720575940639608441,720575940636611576,1.0,1
720575940604870577,720575940608909269,1.0,1
720575940615802674,720575940605780140,1.0,1
720575940634406044,720575940625403144,1.0,1
720575940613511987,720575940622364598,1.0,1
720575940640642723,720575940644632087,1.0,1
720575940620074778,720575940622445192,1.0,1
720575940629422086,720575940623387786,1.0,2
720575940629422086,720575940625525740,1.0,1
720575940618229150,720575940613634257,1.0,1
720575940640753267,720575940629133071,1.0,1
720575940624163303,720575940622334448,1.0,1
720575940628136347,720575940614562271,1.0,1
720575940619245016,720575940655011489,1.0,1
720575940610052266,720575940604569824,1.0,1
720575940637464718,720575940608239627,1.0,1
720575940628739560,720575940606947970,1.0,1
720575940623953900,720575940627011605,1.0,1
720575940614113682,720575940631347242,1.0,1
720575940644704160,720575940625099278,1.0,1
720575940631183378,720575940623888397,1.0,1
720575940620553094,720575940630233404,1.0,1
720575940620065694,720575940624836277,1.0,1
720575940643551392,720575940625400420,1.0,1
720575940622448589,720575940612453603,1.0,2
720575940622448589,720575940636168414,1.0,1
720575940633688416,720575940614941992,1.0,1
720575940636868983,720575940628429626,1.0,2
720575940636868983,720575940625901187,1.0,1
720575940646192692,720575940625992781,1.0,1
720575940638637501,720575940629039660,1.0,1
720575940612878193,720575940613135077,1.0,1
720575940636315534,720575940617965878,1.0,1
720575940619688256,720575940615868010,1.0,1
720575940631423116,720575940624589543,1.0,1
720575940643740872,720575940652128502,1.0,1
720575940639124029,720575940605702176,1.0,2
720575940621585903,720575940620840948,1.0,1
720575940628761160,720575940618216862,1.0,1
720575940630455100,720575940611516586,1.0,1
720575940613629649,720575940623450564,1.0,1
720575940614749421,720575940629179722,1.0,1
720575940637464718,720575940623249043,1.0,2
720575940639124029,720575940604074854,1.0,1
720575940619464583,720575940621777391,1.0,1
720575940637654494,720575940625403144,1.0,1
720575940630644727,720575940617411611,1.0,1
720575940638088511,720575940655671713,1.0,1
720575940625502666,720575940641606541,1.0,2
720575940625502666,720575940619134789,1.0,1
720575940605714878,720575940631967506,1.0,1
720575940627971709,720575940628406538,1.0,1
720575940622109466,720575940628805448,1.0,1
720575940611477657,720575940619021726,1.0,1
720575940623579063,720575940639331829,1.0,1
720575940621063277,720575940630823929,1.0,1
720575940620350844,720575940623499132,1.0,1
720575940619511345,720575940628865644,1.0,1
720575940615518770,720575940618069563,1.0,1
720575940640909264,720575940628349352,1.0,1
720575940622029990,720575940629789660,1.0,2
720575940622029990,720575940622156976,1.0,1
720575940620819659,720575940622518092,1.0,1
720575940629005815,720575940613087218,1.0,1
720575940634024877,720575940609910229,1.0,1
720575940611735514,720575940633996883,1.0,1
720575940630818242,720575940618321364,1.0,1
720575940621064801,720575940612509402,1.0,1
720575940625512683,720575940611139733,1.0,1
720575940605842912,720575940637321646,1.0,1
720575940637464718,720575940610558072,1.0,3
720575940631779532,720575940629421159,1.0,1
720575940617479707,720575940625380169,1.0,1
720575940635005295,720575940639128646,1.0,1
720575940629893162,720575940630613575,1.0,1
720575940625431866,720575940637037126,1.0,1
720575940636700272,720575940617532089,1.0,1
720575940617726272,720575940628895750,1.0,1
720575940622268597,720575940619896711,1.0,1
720575940622203350,720575940635119723,1.0,1
720575940652115446,720575940634166242,1.0,1
720575940629910636,720575940627594568,1.0,2
720575940629910636,720575940627249171,1.0,1
720575940631670615,720575940625351354,1.0,1
720575940615296766,720575940633011256,1.0,2
720575940615296766,720575940624863896,1.0,1
720575940630901719,720575940627871996,1.0,1
720575940621326529,720575940606433410,1.0,2
720575940621326529,720575940635513751,1.0,1
720575940651737590,720575940630041900,1.0,1
720575940631779532,720575940630113531,1.0,2
720575940621057217,720575940636524024,1.0,1
720575940611477657,720575940612766515,1.0,2
720575940627263375,720575940627514567,1.0,1
720575940621088500,720575940612840982,1.0,1
720575940613623961,720575940637148393,1.0,1
720575940616313684,720575940630733884,1.0,1
720575940626883816,720575940619855296,1.0,1
720575940653310198,720575940623637226,1.0,1
720575940608392796,720575940624056649,1.0,1
720575940617318971,720575940625683431,1.0,1
720575940634707863,720575940625356732,1.0,4
720575940634707863,720575940627118282,1.0,3
720575940613632997,720575940625962242,1.0,1
720575940624911548,720575940624313406,1.0,1
720575940618055581,720575940612264817,1.0,1
720575940622709287,720575940631103744,1.0,1
720575940640803928,720575940643823520,1.0,1
720575940634707863,720575940614254860,1.0,2
720575940634707863,720575940644659822,1.0,1
720575940607761244,720575940622949256,1.0,1
720575940629157648,720575940642496653,1.0,1
720575940637171045,720575940620813989,1.0,1
720575940623203805,720575940613598617,1.0,3
720575940623203805,720575940632385943,1.0,2
720575940623203805,720575940625458064,1.0,1
720575940621440859,720575940628154364,1.0,1
720575940604458668,720575940629875499,1.0,1
720575940632085549,720575940636209897,1.0,1
720575940617643072,720575940617476052,1.0,1
720575940634313071,720575940627439592,1.0,1
720575940615903803,720575940632134227,1.0,1
720575940639193577,720575940653479414,1.0,1
720575940625419495,720575940625552412,1.0,2
720575940625419495,720575940624287741,1.0,1
720575940613268370,720575940651341558,1.0,2
720575940613268370,720575940629883971,1.0,1
720575940619553329,720575940637515182,1.0,2
720575940619553329,720575940630106309,1.0,1
720575940631973580,720575940616613435,1.0,1
720575940634989492,720575940611623630,1.0,2
720575940634989492,720575940623041549,1.0,1
720575940618160438,720575940628238023,1.0,1
720575940639172585,720575940610739662,1.0,3
720575940639172585,720575940615263931,1.0,2
720575940639172585,720575940615298215,1.0,1
720575940621582156,720575940617722041,1.0,1
720575940614562271,720575940604009952,1.0,1
720575940628200551,720575940630560056,1.0,1
720575940611505102,720575940629861163,1.0,2
720575940611505102,720575940634688151,1.0,1
720575940625741287,720575940621370150,1.0,4
720575940636519287,720575940641946587,1.0,2
720575940636519287,720575940623605981,1.0,1
720575940631785283,720575940607635913,1.0,1
720575940616376287,720575940660233601,1.0,1
720575940620474278,720575940621334181,1.0,2
720575940620474278,720575940619671616,1.0,1
720575940635153527,720575940629532777,1.0,1
720575940640926627,720575940629461442,1.0,1
720575940630413087,720575940627003547,1.0,1
720575940624382695,720575940640945115,1.0,1
720575940618040133,720575940620096238,1.0,1
720575940623889421,720575940624434323,1.0,1
720575940613636325,720575940619549867,1.0,1
720575940628172049,720575940620015921,1.0,1
720575940626177768,720575940628437291,1.0,1
720575940612488341,720575940621589887,1.0,1
720575940619457088,720575940625874992,1.0,1
720575940627892552,720575940623167838,1.0,1
720575940635095452,720575940645716771,1.0,1
720575940613392101,720575940613865110,1.0,1
720575940626988574,720575940622979277,1.0,1
720575940608120587,720575940630664556,1.0,2
720575940608120587,720575940651341558,1.0,1
720575940613126629,720575940623885353,1.0,1
720575940620742164,720575940649591673,1.0,1
720575940623455239,720575940628648809,1.0,2
720575940623455239,720575940617932368,1.0,1
720575940622539411,720575940628264585,1.0,1
720575940610359758,720575940607635913,1.0,1
720575940631147776,720575940631100972,1.0,5
720575940631147776,720575940607480329,1.0,4
720575940631147776,720575940612974554,1.0,3
720575940631147776,720575940631669412,1.0,2
720575940631147776,720575940639096297,1.0,1
720575940625741287,720575940621828443,1.0,3
720575940625741287,720575940620642940,1.0,2
720575940625741287,720575940609607890,1.0,1
720575940628695043,720575940613818902,1.0,2
720575940628695043,720575940627140551,1.0,1
720575940632727999,720575940625062325,1.0,1
720575940635325551,720575940640891224,1.0,1
720575940623475324,720575940631374440,1.0,1
720575940630169660,720575940624959496,1.0,2
720575940630169660,720575940634955631,1.0,1
720575940625651914,720575940607635913,1.0,1
720575940610389873,720575940618364480,1.0,1
720575940616169578,720575940620356545,1.0,1
720575940610611246,720575940641278965,1.0,1
720575940628695043,720575940629013199,1.0,5
720575940628695043,720575940613950530,1.0,4
720575940628695043,720575940628321352,1.0,3
720575940632526500,720575940633192751,1.0,1
720575940626827353,720575940637952624,1.0,1
720575940625000200,720575940635831438,1.0,1
720575940630480459,720575940645047831,1.0,2
720575940630480459,720575940626138701,1.0,1
720575940618519526,720575940659801985,1.0,1
720575940613569005,720575940620781515,1.0,1
720575940609592674,720575940634356587,1.0,1
720575940641278965,720575940620153765,1.0,1
720575940610316664,720575940638333662,1.0,1
720575940620678360,720575940623960563,1.0,1
720575940640971995,720575940619357275,1.0,1
720575940620182976,720575940637689486,1.0,1
720575940642506459,720575940637095514,1.0,2
720575940642506459,720575940631758393,1.0,1
720575940620846027,720575940622052732,1.0,1
720575940611619630,720575940632430929,1.0,1
720575940624879655,720575940630086698,1.0,1
720575940627578615,720575940623149089,1.0,1
720575940632831299,720575940618594022,1.0,1
720575940648113540,720575940610584184,1.0,1
720575940614557586,720575940626309562,1.0,1
720575940650798582,720575940623122125,1.0,1
720575940624428426,720575940636153780,1.0,1
720575940622574739,720575940626630693,1.0,1
720575940627866856,720575940624225741,1.0,2
720575940627866856,720575940639956643,1.0,1
720575940622292257,720575940645047831,1.0,2
720575940653399030,720575940610822513,1.0,1
720575940622292257,720575940626013315,1.0,1
720575940626006200,720575940631538028,1.0,1
720575940624428426,720575940612976533,1.0,2
720575940616325791,720575940626749061,1.0,1
720575940633561113,720575940639726141,1.0,1
720575940636523866,720575940632007983,1.0,2
720575940627162450,720575940622219190,1.0,4
720575940627068772,720575940659015041,1.0,1
720575940622517161,720575940628069501,1.0,1
720575940617490388,720575940606573490,1.0,1
720575940621256384,720575940632825913,1.0,1
720575940631474775,720575940632504874,1.0,1
720575940625035022,720575940644306592,1.0,1
720575940619536331,720575940626112062,1.0,1
720575940622446106,720575940637954886,1.0,1
720575940617883963,720575940628897385,1.0,1
720575940611562675,720575940629211191,1.0,1
720575940629273913,720575940623126697,1.0,1
720575940644175895,720575940607667723,1.0,1
720575940627162450,720575940625253193,1.0,3
720575940627162450,720575940613339875,1.0,2
720575940627162450,720575940627454730,1.0,1
720575940627076964,720575940621042928,1.0,1
720575940636523866,720575940634356587,1.0,1
720575940627253604,720575940632735033,1.0,4
720575940626006200,720575940612044750,1.0,2
720575940636592270,720575940612264817,1.0,1
720575940634680033,720575940626163202,1.0,1
720575940603874784,720575940636924479,1.0,1
720575940607135362,720575940617160409,1.0,1
720575940627253604,720575940609681198,1.0,3
720575940627253604,720575940627614199,1.0,2
720575940627253604,720575940623984677,1.0,1
720575940641148149,720575940633316307,1.0,2
720575940641148149,720575940632888633,1.0,1
720575940634301852,720575940631542732,1.0,1
720575940628339611,720575940608120587,1.0,2
720575940628339611,720575940615713478,1.0,1
720575940617991195,720575940611557017,1.0,2
720575940617991195,720575940627578385,1.0,1
720575940636358719,720575940633806637,1.0,1
720575940616577307,720575940627732935,1.0,1
720575940639747416,720575940628896784,1.0,1
720575940627849515,720575940647952948,1.0,1
720575940628342282,720575940624304423,1.0,1
720575940625006480,720575940618002747,1.0,1
720575940616762585,720575940618291174,1.0,1
720575940619960478,720575940627673585,1.0,1
720575940619296325,720575940619021726,1.0,1
720575940631050538,720575940635198064,0.99,1
720575940632964423,720575940631381212,0.99,2
720575940616965644,720575940619277637,0.99,1
720575940635797134,720575940618898715,0.99,1
720575940615827980,720575940613347299,0.99,1
720575940640659800,720575940628858640,0.99,1
720575940644449316,720575940629350650,0.99,1
720575940622574532,720575940629638211,0.99,3
720575940624166837,720575940620021231,0.99,1
720575940620326253,720575940636669918,0.99,3
720575940620326253,720575940629342720,0.99,2
720575940627341736,720575940626733374,0.99,7
720575940627341736,720575940622705415,0.99,6
720575940627341736,720575940639123544,0.99,5
720575940627341736,720575940621290260,0.99,4
720575940614973708,720575940628406538,0.99,1
720575940611292622,720575940623431571,0.99,6
720575940636656632,720575940640032600,0.99,2
720575940636656632,720575940638603709,0.99,1
720575940622061150,720575940634334559,0.99,2
720575940622061150,720575940629763575,0.99,1
720575940617991195,720575940611988946,0.99,4
720575940617991195,720575940633336601,0.99,3
720575940653576694,720575940612801022,0.99,2
720575940653576694,720575940628169219,0.99,1
720575940616189371,720575940621656816,0.99,1
720575940660287617,720575940606756030,0.99,1
720575940631683927,720575940619870656,0.99,1
720575940627174404,720575940626000056,0.99,1
720575940628087913,720575940619699382,0.99,1
720575940613681066,720575940632802785,0.99,1
720575940629921067,720575940625194558,0.99,1
720575940623129112,720575940633145183,0.99,1
720575940623914954,720575940637934308,0.99,1
720575940625082910,720575940618116569,0.99,1
720575940631904045,720575940626848275,0.99,1
720575940607896265,720575940614981062,0.99,1
720575940603874784,720575940634280288,0.99,2
720575940629566524,720575940624688362,0.99,1
720575940617991195,720575940612060625,0.99,5
720575940641148149,720575940618245094,0.99,3
720575940632061255,720575940617691734,0.99,1
720575940625977802,720575940628493572,0.99,3
720575940625977802,720575940606149321,0.99,2
720575940625977802,720575940639697827,0.99,1
720575940641148149,720575940635375200,0.99,6
720575940641148149,720575940624391816,0.99,5
720575940641148149,720575940625972867,0.99,4
720575940636656632,720575940604814526,0.99,3
720575940630374219,720575940621806574,0.99,2
720575940630374219,720575940630810306,0.99,1
720575940627076964,720575940630539535,0.99,3
720575940627076964,720575940608144732,0.99,2
720575940622057057,720575940628215558,0.99,1
720575940631624785,720575940617490388,0.99,2
720575940623747260,720575940633892909,0.99,1
720575940626006200,720575940630664185,0.99,3
720575940634680033,720575940635563927,0.99,2
720575940630691958,720575940620201793,0.99,2
720575940630691958,720575940608037298,0.99,1
720575940629960527,720575940621729968,0.99,1
720575940619302640,720575940608252082,0.99,1
720575940630303287,720575940645891863,0.99,1
720575940635807130,720575940615390119,0.99,2
720575940635807130,720575940613463471,0.99,1
720575940617490388,720575940618364480,0.99,2
720575940626879119,720575940616633612,0.99,1
720575940617245652,720575940618943389,0.99,2
720575940617245652,720575940621039952,0.99,1
720575940632176045,720575940626682129,0.99,2
720575940632176045,720575940633693803,0.99,1
720575940619536331,720575940609022674,0.99,2
720575940611562675,720575940627167516,0.99,2
720575940640971995,720575940620929238,0.99,2
720575940622517161,720575940623133097,0.99,2
720575940653576694,720575940629532777,0.99,3
720575940615928251,720575940636574644,0.99,1
720575940623164685,720575940622066390,0.99,1
720575940623463036,720575940623960556,0.99,2
720575940623463036,720575940624903170,0.99,1
720575940630374219,720575940624130964,0.99,3
720575940622921827,720575940626363261,0.99,1
720575940624428426,720575940622977791,0.99,3
720575940614403178,720575940629229020,0.99,1
720575940610484906,720575940626609234,0.99,1
720575940633561113,720575940616199071,0.99,3
720575940633561113,720575940614350846,0.99,2
720575940644928547,720575940640100440,0.99,1
720575940636523866,720575940643290272,0.99,4
720575940636523866,720575940638602842,0.99,3
720575940631624785,720575940624186430,0.99,1
720575940627162450,720575940621667693,0.99,5
720575940628815381,720575940625096240,0.99,1
720575940627068772,720575940630387322,0.99,5
720575940627068772,720575940653456630,0.99,4
720575940627068772,720575940653885345,0.99,3
720575940627068772,720575940625666964,0.99,2
720575940631674967,720575940639278399,0.99,1
720575940630585982,720575940631520312,0.99,1
720575940632041423,720575940628055239,0.99,1
720575940626666515,720575940629234370,0.99,1
720575940632607948,720575940608770313,0.99,1
720575940604456876,720575940631383400,0.99,1
720575940631127756,720575940623877475,0.99,1
720575940623463036,720575940646400644,0.99,4
720575940623463036,720575940625561406,0.99,3
720575940623166733,720575940610231509,0.99,2
720575940623166733,720575940628342171,0.99,1
720575940653399030,720575940625925450,0.99,3
720575940653399030,720575940623492632,0.99,2
720575940623609067,720575940626883816,0.99,2
720575940623609067,720575940624439498,0.99,1
720575940622921827,720575940640163773,0.99,2
720575940614273331,720575940629263098,0.99,1
720575940611091524,720575940621925631,0.99,2
720575940611091524,720575940641410189,0.99,1
720575940620952523,720575940605899692,0.99,1
720575940622021953,720575940623547133,0.99,2
720575940611242609,720575940634736538,0.99,1
720575940644085527,720575940632045839,0.99,1
720575940631911905,720575940627502338,0.99,1
720575940622910611,720575940628848583,0.99,1
720575940609084611,720575940621509046,0.99,1
720575940642506459,720575940627717246,0.99,3
720575940619434712,720575940623632904,0.99,1
720575940637684958,720575940611854712,0.99,1
720575940620651174,720575940620316632,0.99,1
720575940622037139,720575940638200910,0.99,1
720575940620738520,720575940606149321,0.99,1
720575940623475324,720575940640304181,0.99,3
720575940623475324,720575940610315310,0.99,2
720575940619695494,720575940611372590,0.99,1
720575940626988574,720575940613408552,0.99,2
720575940637330142,720575940624274249,0.99,2
720575940637330142,720575940640749939,0.99,1
720575940653399030,720575940650920569,0.99,4
720575940610611246,720575940613327085,0.99,2
720575940628695043,720575940610226389,0.99,8
720575940628695043,720575940640543320,0.99,7
720575940628695043,720575940607725769,0.99,6
720575940604999614,720575940634145436,0.99,1
720575940621760182,720575940637291639,0.99,1
720575940627479810,720575940625117623,0.99,1
720575940619967355,720575940609587524,0.99,1
720575940641278965,720575940630992813,0.99,2
720575940622539411,720575940625367102,0.99,2
720575940631147776,720575940632189900,0.99,7
720575940631147776,720575940620360769,0.99,6
720575940625882445,720575940634612194,0.99,1
720575940631058908,720575940639776829,0.99,1
720575940634210155,720575940651986166,0.99,2
720575940634210155,720575940625990500,0.99,1
720575940621329328,720575940640168637,0.99,1
720575940628251146,720575940609234130,0.99,2
720575940628251146,720575940603672032,0.99,1
720575940640146035,720575940636471032,0.99,1
720575940622021953,720575940637736006,0.99,1
720575940631101548,720575940613408552,0.99,1
720575940608227118,720575940618332757,0.99,1
720575940635325551,720575940630550058,0.99,2
720575940639434318,720575940621662332,0.99,1
720575940641363957,720575940613099493,0.99,1
720575940639434318,720575940636209897,0.99,3
720575940639434318,720575940632417554,0.99,2
720575940620033601,720575940622999688,0.99,1
720575940623455239,720575940613808638,0.99,5
720575940623455239,720575940626201372,0.99,4
720575940623455239,720575940637951977,0.99,3
720575940617018418,720575940626782360,0.99,2
720575940617018418,720575940626749061,0.99,1
720575940622138573,720575940627129290,0.99,1
720575940631147776,720575940629754936,0.99,10
720575940631147776,720575940616058636,0.99,9
720575940631147776,720575940636036532,0.99,8
720575940628899323,720575940629001201,0.99,1
720575940627097274,720575940619506881,0.99,2
720575940627097274,720575940626403917,0.99,1
720575940639172585,720575940634304922,0.99,7
720575940618040133,720575940611077188,0.99,2
720575940636898270,720575940614643350,0.99,1
720575940638214461,720575940622680724,0.99,1
720575940626378242,720575940621667711,0.99,3
720575940612488341,720575940637627581,0.99,3
720575940612488341,720575940627309322,0.99,2
720575940619457088,720575940639432782,0.99,2
720575940613676202,720575940634748385,0.99,1
720575940624391816,720575940606692542,0.99,1
720575940617632123,720575940639432782,0.99,2
720575940617632123,720575940625773699,0.99,1
720575940605285856,720575940612264817,0.99,1
720575940641141968,720575940623444044,0.99,1
720575940608120587,720575940619134789,0.99,3
720575940612018786,720575940631022336,0.99,1
720575940633304601,720575940620300308,0.99,1
720575940625876742,720575940637952624,0.99,1
720575940625741287,720575940621978117,0.99,6
720575940625741287,720575940636454136,0.99,5
720575940614562271,720575940630334658,0.99,2
720575940648191876,720575940617755220,0.99,1
720575940622344472,720575940650416505,0.99,1
720575940623682195,720575940627849515,0.99,1
720575940630258706,720575940618270629,0.99,1
720575940620474278,720575940613408563,0.99,3
720575940624642341,720575940630810306,0.99,1
720575940621618342,720575940631293036,0.99,1
720575940631101548,720575940623041549,0.99,2
720575940613636325,720575940625159677,0.99,2
720575940637317053,720575940618170526,0.99,1
720575940639172585,720575940628847164,0.99,8
720575940625617044,720575940627581053,0.99,1
720575940626378242,720575940636491631,0.99,2
720575940626378242,720575940619332944,0.99,1
720575940625420986,720575940626039996,0.99,2
720575940625420986,720575940631365596,0.99,1
720575940605757984,720575940632735140,0.99,1
720575940618160438,720575940632802785,0.99,2
720575940609557771,720575940617626710,0.99,1
720575940611086894,720575940633056045,0.99,1
720575940660052865,720575940626000056,0.99,1
720575940617414105,720575940624953075,0.99,1
720575940629090048,720575940618496285,0.99,1
720575940627071251,720575940608124338,0.99,2
720575940627071251,720575940618398533,0.99,1
720575940628911671,720575940630556026,0.99,1
720575940611505102,720575940626802770,0.99,3
720575940628088457,720575940637721822,0.99,1
720575940629393602,720575940612219746,0.99,1
720575940621006945,720575940638642654,0.99,1
720575940618601024,720575940608783452,0.99,1
720575940618078299,720575940625005239,0.99,1
720575940629423887,720575940607880713,0.99,1
720575940621440859,720575940647596153,0.99,2
720575940617643072,720575940620919905,0.99,2
720575940604458668,720575940637536101,0.99,2
720575940632085549,720575940621589887,0.99,2
720575940614482216,720575940612048602,0.99,1
720575940639193577,720575940634348991,0.99,2
720575940614400780,720575940612710883,0.99,1
720575940625419495,720575940609194962,0.99,4
720575940625419495,720575940609908270,0.99,3
720575940650734070,720575940622705415,0.99,1
720575940641069440,720575940637226103,0.99,1
720575940617197057,720575940624363144,0.99,1
720575940620916229,720575940623326941,0.99,1
720575940626191664,720575940629318918,0.99,1
720575940615296766,720575940621457690,0.99,3
720575940639172585,720575940634981806,0.99,6
720575940639172585,720575940622745796,0.99,5
720575940639172585,720575940627779560,0.99,4
720575940617939797,720575940631365260,0.99,1
720575940629157648,720575940616256818,0.99,2
720575940621468404,720575940629250602,0.99,1
720575940639332480,720575940632068141,0.99,1
720575940629766615,720575940610964946,0.99,1
720575940621088500,720575940627582724,0.99,3
720575940621088500,720575940651277814,0.99,2
720575940622192508,720575940611831394,0.99,1
720575940620918256,720575940621116807,0.99,1
720575940617318971,720575940629008636,0.99,2
720575940635028591,720575940640486488,0.99,2
720575940635028591,720575940620494529,0.99,1
